name,top,top_saler,price1,price2,price3,price4,price5,delivery,link,color,size
Платье GVN 222548 бежевый 92,1,Бубльгум,9 220 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/gvn-222548-bezhevyi-92-109059161/?c=750000000,[],[]
Платье Camellia 1008 белый 98,1,Бубльгум,11 880 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/camellia-1008-belyi-98-109059148/?c=750000000,[],[]
Платье Camellia 1008 розовый 92,1,Бубльгум,11 880 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/camellia-1008-rozovyi-92-109059196/?c=750000000,[],[]
Платье Camellia 1008 белый 92,1,Бубльгум,11 880 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/camellia-1008-belyi-92-109059177/?c=750000000,[],[]
Набор футболок Бамбук 153245 Babies 62,1,Бубльгум,7 560 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/bambuk-153245-babies-108415320/?c=750000000,"[] мультиколор:True, ","[]62:True, 74:False, "
Брюки Ябольшой 264-71-02 бирюзовый 86,1,Бубльгум,3 440 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/jabol-shoi-264-71-02-birjuzovyi-108413382/?c=750000000,"[] бирюзовый:True, ","[]86:True, 92:True, "
"Головной убор Поляярик шапка F-05-96 бирюзовый 50, 52",1,Бубльгум,3 760 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/poljajarik-shapka-f-05-96-birjuzovyi-50-52-103674268/?c=750000000,"[] белый:True,  желтый:True,  розовый:True,  бирюзовый:True, ","[]50, 52:True, 50, 52:True, 50, 52:True, 50, 52:True, "
Набор футболок Бамбук M015007P Babies 74,1,Бубльгум,8 120 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/futbolok-bambuk-m015007p-babies-108415339/?c=750000000,"[] белый:True,  зеленый:True, ","[]80:True, 86:False, 74:True, "
Комплект Куртка и комбинезон Артус ПЗ-4211К-21 98,99,---,---,---,---,---,---,---,https://kaspi.kz/shop/p/kurtka-i-kombinezon-artus-pz-4211k-21-107227071/?c=750000000,"[] мультиколор:True, ","[]98:True, "
Брюки Ябольшой 216-486-01 серый  74,1,Бубльгум,3 680 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/jabol-shoi-216-486-01-seryi--108413384/?c=750000000,"[] серый:True, ","[]74:True, 86:False, "
Комплект Куртка Batik 120-23з Children 110,1,Бубльгум,64 800 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/kurtka-batik-120-23z-children-107227073/?c=750000000,"[] мультиколор:True, ","[]110:True, 116:True, 122:False, "
"Головной убор Поляярик шапка F-05-51 серый 50, 52",1,Бубльгум,4 470 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/poljajarik-shapka-f-05-51-seryi-50-52-103674474/?c=750000000,"[] белый, бежевый:True,  серый:True,  бежевый:True,  желтый:True,  розовый:True,  бирюзовый:True, ","[]50, 52:True, 50, 52:True, 50, 52:True, 50, 52:True, 50, 52:True, 50, 52:True, "
"Головной убор Чудо кроха шапка Cd-2069 серый 52, 54",1,Бубльгум,4 840 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/chudo-kroha-shapka-cd-2069-seryi-52-54-108531508/?c=750000000,"[] серый:True, ","[]52, 54:True, "
Набор футболок Бамбук M015007P Babies 80,99,---,---,---,---,---,---,---,https://kaspi.kz/shop/p/futbolok-bambuk-m015007p-babies-108415341/?c=750000000,"[] белый:True,  зеленый:True, ","[]80:True, 86:False, 74:True, "
Шорты Let's GO 101165 Babies мультиколор 92,1,Бубльгум,2 420 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/let-s-go-101165-babies-mul-tikolor-108675257/?c=750000000,"[] мультиколор:True, ","[]92:True, "
Шорты Let's GO 101165 Children мультиколор 98,1,Бубльгум,2 420 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/let-s-go-101165-children-mul-tikolor-108675277/?c=750000000,"[] мультиколор:True, ","[]98:True, 104:True, 110:True, 116:True, "
Комбинезон OLDOS OAW203T1OV22 Children 104,99,---,---,---,---,---,---,---,https://kaspi.kz/shop/p/oldos-oaw203t1ov22-children-107059713/?c=750000000,"[] серый:True,  синий:True, ","[]98:True, 104:True, 110:True, 98:True, 104:True, 110:True, "
"Головной убор Поляярик шапка F-05-51 бирюзовый 50, 52",1,Бубльгум,4 470 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/poljajarik-shapka-f-05-51-birjuzovyi-50-52-103674701/?c=750000000,"[] белый, бежевый:True,  серый:True,  бежевый:True,  желтый:True,  розовый:True,  бирюзовый:True, ","[]50, 52:True, 50, 52:True, 50, 52:True, 50, 52:True, 50, 52:True, 50, 52:True, "
"Головной убор Поляярик шапка F-05-51 бежевый 50, 52",1,Бубльгум,4 470 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/poljajarik-shapka-f-05-51-bezhevyi-50-52-103674224/?c=750000000,"[] белый, бежевый:True,  серый:True,  бежевый:True,  желтый:True,  розовый:True,  бирюзовый:True, ","[]50, 52:True, 50, 52:True, 50, 52:True, 50, 52:True, 50, 52:True, 50, 52:True, "
Джемпер Ябольшой 258-1224-01 коричневый 104,1,Бубльгум,5 820 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/jabol-shoi-258-1224-01-korichnevyi-104430417/?c=750000000,"[] коричневый:True, ","[]104:True, 110:True, 116:True, "
Куртка Orby 101983 Children 122-128,1,Бубльгум,54 330 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/orby-101983-children-107059616/?c=750000000,"[] красный:True, ","[]122-128:True, 134-140:True, 146-152:True, "
"Головной убор Поляярик шапка F-05-96 розовый 50, 52",1,Бубльгум,3 760 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/poljajarik-shapka-f-05-96-rozovyi-50-52-103674501/?c=750000000,"[] белый:True,  желтый:True,  розовый:True,  бирюзовый:True, ","[]50, 52:True, 50, 52:True, 50, 52:True, 50, 52:True, "
"Головной убор Поляярик шапка F-05-96 серый 50, 52",1,Бубльгум,3 760 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/poljajarik-shapka-f-05-96-seryi-50-52-103674582/?c=750000000,"[] серый:True, ","[]50, 52:True, "
"Головной убор Поляярик шапка F-05-96 белый 50, 52",1,Бубльгум,3 760 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/poljajarik-shapka-f-05-96-belyi-50-52-103674552/?c=750000000,"[] белый:True,  желтый:True,  розовый:True,  бирюзовый:True, ","[]50, 52:True, 50, 52:True, 50, 52:True, 50, 52:True, "
Кардиган SAFARI 219 синий 116,1,Бубльгум,4 340 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/safari-219-children-106749394/?c=750000000,"[] синий:True, ","[]116:True, 122:False, "
"Головной убор Поляярик шапка F-05-51 желтый 50, 52",1,Бубльгум,4 470 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/poljajarik-shapka-f-05-51-zheltyi-50-52-103674586/?c=750000000,"[] белый, бежевый:True,  серый:True,  бежевый:True,  желтый:True,  розовый:True,  бирюзовый:True, ","[]50, 52:True, 50, 52:True, 50, 52:True, 50, 52:True, 50, 52:True, 50, 52:True, "
"Головной убор Поляярик шапка F-05-96 желтый 50, 52",1,Бубльгум,3 760 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/poljajarik-shapka-f-05-96-zheltyi-50-52-103674705/?c=750000000,"[] белый:True,  желтый:True,  розовый:True,  бирюзовый:True, ","[]50, 52:True, 50, 52:True, 50, 52:True, 50, 52:True, "
"Головной убор Поляярик шапка F-05-51 бежевый 50, 52",1,Бубльгум,4 470 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/poljajarik-shapka-f-05-51-bezhevyi-50-52-103674698/?c=750000000,"[] белый, бежевый:True,  серый:True,  бежевый:True,  желтый:True,  розовый:True,  бирюзовый:True, ","[]50, 52:True, 50, 52:True, 50, 52:True, 50, 52:True, 50, 52:True, 50, 52:True, "
Костюм Batik Снежинка Принцесса 914 голубой 128,1,Бубльгум,17 640 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/batik-snezhinka-printsessa-914-goluboi-107986563/?c=750000000,"[] голубой:True, ","[]122:False, 128:True, "
Костюм Batik Собачка Лори 223 розовый 110,1,Бубльгум,6 350 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/batik-sobachka-lori-223-rozovyi-107986591/?c=750000000,"[] розовый:True, ","[]110:True, "
"Распашонка Бамбук E011001FLN/079NA/062 зеленый, розовый, желтый 62",1,Бубльгум,4 200 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/raspashonka-bambuk-e011001fln-079na-062-zelenyi-rozovyi-zheltyi-62-106855498/?c=750000000,[],[]
Костюм Batik Принцесса Золушка 7074 голубой 98,2,Atyrau Books (11 отзывов),8 500 ₸,13 360 ₸,---,---,---,"Kaspi Доставка, межгород, 9 марта, бесплатно",https://kaspi.kz/shop/p/batik-printsessa-zolushka-7074-children-107986503/?c=750000000,"[] голубой:True, ","[]98:True, "
Комплект Batik 117-23з Babies 92,1,Бубльгум,58 800 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/komplekt-batik-117-23z-babies-107225730/?c=750000000,"[] сиреневый:True, ","[]92:True, "
Комплект Baykar 4272 мультиколор 122-128,1,Бубльгум,6 069 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/baykar-4272-mul-tikolor-108675679/?c=750000000,"[] мультиколор:True, ","[]110-116:True, 122-128:True, 146-152:True, "
Пижама Let's GO 91136 Babies бирюзовый 92,1,Бубльгум,4 520 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/pizhama-let-s-go-91136-babies-birjuzovyi-108675640/?c=750000000,"[] бирюзовый:True, ","[]92:True, "
Костюм Batik Симка 2103 оранжевый 110,99,---,---,---,---,---,---,---,https://kaspi.kz/shop/p/batik-simka-2103-oranzhevyi-107986540/?c=750000000,"[] желтый:False,  оранжевый:True, ","[]104:False, 110:False, 116:False, 122:False, 104:True, 110:False, 116:False, 122:False, "
Комбинезон OLDOS OAW203T1OV22 Children 98,1,Бубльгум,43 200 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/oldos-oaw203t1ov22-children-107059718/?c=750000000,"[] серый:True,  синий:True, ","[]98:True, 104:True, 110:True, 98:True, 104:True, 110:True, "
Трусы Let's GO 12288 бирюзовый 68,1,Бубльгум,1 390 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/let-s-go-12288-birjuzovyi-108675310/?c=750000000,"[] бирюзовый:True, ","[]68:True, 74:True, 80:True, "
"Боди Ябольшой 150-175-01 белый, желтый 68",1,Бубльгум,2 370 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/jabol-shoi-150-175-01-belyi-zheltyi-108416833/?c=750000000,"[] белый:True, ","[]68:True, "
Футболка Ябольшой 264-1003-01 желтый 122,1,Бубльгум,3 200 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/jabol-shoi-264-1003-01-zheltyi-108955274/?c=750000000,"[] желтый:True, ","[]104:True, 110:True, 116:True, 122:True, "
Костюм Batik 190 Снегурочка белый 48-50,1,Бубльгум,27 190 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/batik-190-snegurochka-belyi-48-50-108185329/?c=750000000,[],[]
Костюм Эльза Batik 5094 голубой 110,1,Бубльгум,16 930 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/batik-5094-children-107986176/?c=750000000,"[] голубой:True, ","[]110:True, 116:True, "
Трусы Baykar 3639 мультиколор 122-128,1,Бубльгум,7 291 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/baykar-3639-mul-tikolor-108895785/?c=750000000,"[] мультиколор:True, ","[]122-128:True, 134-140:True, "
Костюм Batik Тигренок 8002 мультиколор 110,1,Бубльгум,12 100 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/batik-tigrenok-8002-mul-tikolor-107986614/?c=750000000,"[] мультиколор:True, ","[]110:True, "
Костюм Batik Дюймовочка 5137 розовый 110,2,Atyrau Books (11 отзывов),16 500 ₸,19 050 ₸,---,---,---,"Kaspi Доставка, межгород, 9 марта, бесплатно",https://kaspi.kz/shop/p/batik-djuimovochka-5137-rozovyi-107986271/?c=750000000,"[] розовый:True, ","[]110:True, "
Трусы Baykar 3129 мультиколор 122-128,1,Бубльгум,6 687 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/baykar-3129-mul-tikolor-108895899/?c=750000000,"[] мультиколор:True, ","[]122-128:True, 134-140:True, "
"Костюм Батик ""Принцесса Золушка"" 490 голубой 34-134",1,Бубльгум,25 700 ₸,25 800 ₸,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/batik-printsessa-zolushka-490-goluboi-107986502/?c=750000000,"[] голубой:True, ","[]34-134:True, "
Бюстгальтер Baykar 4408 майка белый 182-188,1,Бубльгум,2 730 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/baykar-4408-maika-belyi-182-188-109111707/?c=750000000,[],[]
Бюстгальтер Baykar 4408 майка бежевый 158-164,1,Бубльгум,2 789 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/baykar-4408-maika-bezhevyi-158-164-109111724/?c=750000000,[],[]
Футболка Baykar 4240 мультиколор 98-104,1,Бубльгум,6 069 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/baykar-4240-mul-tikolor-108895136/?c=750000000,"[] мультиколор:True, ","[]98-104:True, "
"Костюм Batik ""Грибок- девочка"" 8005-1 Children 134",1,Бубльгум,9 580 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/batik-gribok--devochka-8005-1-children-107986065/?c=750000000,"[] красный:True, ","[]116:False, 128:False, 134:True, "
Трусы Baykar 3637 мультиколор 134-140,1,Бубльгум,7 052 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/baykar-3637-mul-tikolor-108895708/?c=750000000,"[] мультиколор:True, ","[]122-128:True, 134-140:True, "
Трусы Baykar 5280 мультиколор 98-104,1,Бубльгум,2 773 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/baykar-5280-mul-tikolor-108695465/?c=750000000,"[] мультиколор:True, ","[]98-104:True, 110-116:True, 122-128:True, 134-140:True, 146-152:True, "
Комбинезон OLDOS OAW203T1OV22 синий 98,1,Бубльгум,43 200 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/oldos-oaw203t1ov22-sinii-107416538/?c=750000000,"[] синий:True, ","[]98:True, "
Костюм Batik Собачка Жучка желтый 110,1,Бубльгум,4 640 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/batik-sobachka-zhuchka-zheltyi-107986581/?c=750000000,"[] желтый:True, ","[]110:True, "
"Костюм Batik ""Анна"" 7071 мультиколор 140",1,Бубльгум,16 025 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/batik-anna-7071-children-107986072/?c=750000000,"[] мультиколор:True, ","[]140:True, "
"Головной убор Поляярик бейсболка BS-247 розовый 50, 52",1,Бубльгум,3 460 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/poljajarik-beisbolka-bs-247-rozovyi-50-52-104777714/?c=750000000,"[] белый, розовый:True,  белый:True,  желтый:True,  розовый:True, ","[]50, 52:True, 50, 52:True, 50, 52:True, 50, 52:True, "
"Головной убор Поляярик бейсболка BS-247 розовый 50, 52",1,Бубльгум,3 460 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/poljajarik-beisbolka-bs-247-rozovyi-50-52-104777884/?c=750000000,"[] белый, розовый:True,  белый:True,  желтый:True,  розовый:True, ","[]50, 52:True, 50, 52:True, 50, 52:True, 50, 52:True, "
"Костюм Batik Снегурочка 142-32-34 голубой, белый 122,128",1,Бубльгум,11 400 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/batik-snegurochka-142-32-34-children-107986545/?c=750000000,"[] белый, голубой:True, ","[]122-128:True, "
Костюм Batik Эльза 9019 зеленый 104,1,Бубльгум,19 580 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/batik-el-za-9019-zelenyi-107986642/?c=750000000,"[] зеленый:True, ","[]104:True, 110:False, 116:False, "
Трусы Let's GO 12287 серый 68,1,Бубльгум,1 390 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/let-s-go-12287-seryi-107416604/?c=750000000,"[] серый:True, ","[]68:True, 74:True, 80:True, "
Комплект Unique 23331 мультиколор 92,1,Бубльгум,3 750 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/unique-23331-mul-tikolor-107419711/?c=750000000,"[] мультиколор:True, ","[]92:True, "
Футболка Batik 0078_ЛС22 белый 104,1,Бубльгум,3 130 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/batik-0078-ls22-belyi-109098953/?c=750000000,"[] белый:True, ","[]104:True, 110:True, "
Комбинезон OLDOS OAW203T1OV23 розовый 80,1,Бубльгум,38 880 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/kombinezon-oldos-oaw203t1ov23-rozovyi-107419860/?c=750000000,"[] синий:True,  розовый:True, ","[]86:True, 68:True, 74:True, 80:True, 86:True, "
Леггинсы Batik 00345_BAT синий 98,1,Бубльгум,1 740 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/batik-00345-bat-sinii-108540281/?c=750000000,"[] синий:True, ","[]98:True, 104:True, 110:True, 116:True, "
"Головной убор Поляярик бейсболка BS-320 розовый 54, 56",1,Бубльгум,3 460 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/poljajarik-beisbolka-bs-320-rozovyi-54-56-104777707/?c=750000000,"[] золотистый, розовый:True,  желтый:True,  розовый:True, ","[]54, 56:True, 54, 56:True, 54, 56:True, "
"Головной убор Поляярик бейсболка BS-320 розовый 54, 56",1,Бубльгум,3 460 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/poljajarik-beisbolka-bs-320-rozovyi-54-56-104777891/?c=750000000,"[] золотистый, розовый:True,  желтый:True,  розовый:True, ","[]54, 56:True, 54, 56:True, 54, 56:True, "
Пижама Let's GO 31148 сиреневый 80,1,Бубльгум,1 950 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/pizhama-let-s-go-31148-sirenevyi-107416589/?c=750000000,"[] оранжевый:True,  сиреневый:True, ","[]68:True, 74:False, 80:True, "
Трусы Baykar 5532 мультиколор 86-92,1,Бубльгум,2 043 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/baykar-5532-mul-tikolor-86-92-108264818/?c=750000000,[],[]
Пижама Let's GO 31148 оранжевый 68,1,Бубльгум,1 950 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/pizhama-let-s-go-31148-oranzhevyi-107416583/?c=750000000,"[] оранжевый:True,  сиреневый:True, ","[]68:True, 74:False, 80:True, "
Водолазка Batik 015_ШК22 голубой 122,99,---,---,---,---,---,---,---,https://kaspi.kz/shop/p/batik-015-shk22-goluboi-122-108436964/?c=750000000,[],[]
"Головной убор Поляярик бейсболка BS-247 белый 50, 52",1,Бубльгум,3 460 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/poljajarik-beisbolka-bs-247-belyi-50-52-104777724/?c=750000000,"[] белый, розовый:True,  белый:True,  желтый:True,  розовый:True, ","[]50, 52:True, 50, 52:True, 50, 52:True, 50, 52:True, "
Бамбук MU011014K Babies 56,1,Бубльгум,5 400 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/bambuk-bis00081318-babies-106270197/?c=750000000,"[] мультиколор:True,  белый:True, ","[]56:True, 56:True, "
Бамбук MU011014K 56,1,Бубльгум,5 400 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/bambuk-bis00081318-babies-106270198/?c=750000000,"[] мультиколор:True,  белый:True, ","[]56:True, 56:True, "
Футболка Batik 00387_BAT черный 98,1,Бубльгум,1 440 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/batik-00387-bat-chernyi-108540326/?c=750000000,"[] черный:True, ","[]98:True, "
"Головной убор Поляярик бейсболка BS-247 желтый 50, 52",1,Бубльгум,3 460 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/poljajarik-beisbolka-bs-247-zheltyi-50-52-104777840/?c=750000000,"[] белый, розовый:True,  белый:True,  желтый:True,  розовый:True, ","[]50, 52:True, 50, 52:True, 50, 52:True, 50, 52:True, "
"Головной убор Поляярик бейсболка BS-320 желтый 54, 56",1,Бубльгум,3 460 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/poljajarik-beisbolka-bs-320-zheltyi-54-56-104774786/?c=750000000,"[] золотистый, розовый:True,  желтый:True,  розовый:True, ","[]54, 56:True, 54, 56:True, 54, 56:True, "
Трусы Baykar 7966 Children 176-182,1,Бубльгум,3 103 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/baykar-7966-children-108093221/?c=750000000,"[] мультиколор:True, ","[]158-164:True, 170-176:False, 176-182:True, "
Трусы Baykar 3358 Children 170-176,1,Бубльгум,4 858 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/baykar-3358-children-108584840/?c=750000000,"[] мультиколор:True, ","[]170-176:True, "
Распашонка Бамбук MU0110011K/032MU/056 3шт 56,1,Бубльгум,4 200 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/bambuk-mu0110011k-032mu-056-3sht-106270200/?c=750000000,"[] мультиколор:True,  белый:True, ","[]56:True, 56:True, "
Толстовка Let's GO 62176 синяя 98,1,Бубльгум,6 120 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/let-s-go-62176-children-104345870/?c=750000000,"[] синий:True, ","[]98:True, "
Сандалии Kakadu 9624A Children синий 31,99,---,---,---,---,---,---,---,https://kaspi.kz/shop/p/kakadu-bis00080474-children-sinii-104919550/?c=750000000,"[] синий:True, ","[]31:False, 32:False, 33:True, 34:True, 35:False, 36:False, "
Batik 02017_BAT мультиколор 74,1,Бубльгум,1 690 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/batik-02017-bat-mul-tikolor-108540387/?c=750000000,"[] мультиколор:True, ","[]74:True, 80:True, 86:True, 92:True, "
Водолазка Batik 015_ШК22 голубой 116,99,---,---,---,---,---,---,---,https://kaspi.kz/shop/p/batik-015-shk22-goluboi-116-108436912/?c=750000000,[],[]
Водолазка Batik 015_ШК22 голубой 128,99,---,---,---,---,---,---,---,https://kaspi.kz/shop/p/batik-015-shk22-goluboi-128-108437584/?c=750000000,[],[]
Трусы Baykar 5266 Children мультиколор 98-104,99,---,---,---,---,---,---,---,https://kaspi.kz/shop/p/baykar-5266-children-mul-tikolor-108201854/?c=750000000,"[] мультиколор:True, ","[]98-104:False, 110-116:True, 146-152:True, "
"Футболка Baykar 4280 мультиколор 122, 128",1,Бубльгум,5 915 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/baykar-4280-mul-tikolor-122-128-108690565/?c=750000000,[],[]
Трусы Baykar 7930 мультиколор 158-164,1,Бубльгум,3 475 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/baykar-7930-mul-tikolor-108710790/?c=750000000,"[] мультиколор:True, ","[]158-164:True, 170-176:False, 182-188:True, "
Комплект Ябольшой 254-1192к-01 Babies 86,1,Бубльгум,12 010 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/jabol-shoi-254-1192k-01-babies-106345631/?c=750000000,"[] черный:True, ","[]80:False, 86:True, "
"Головной убор Полярик шапка F-06-97 коричневый 52, 54",1,Бубльгум,3 100 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/poljarik-shapka-f-06-97-korichnevyi-52-54-107464356/?c=750000000,"[] красный, голубой, синий:True,  серый, оранжевый, синий:True,  серый, красный, синий:True,  серый:True,  коричневый:True, ","[]52, 54:True, 52, 54:True, 52, 54:True, 52, 54:True, 52, 54:True, "
Футболка Let's GO 52241 Футболка желтый 98,1,Бубльгум,2 460 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/let-s-go-52241-futbolka-zheltyi-98-108519149/?c=750000000,[],[]
"Головной убор Полярик шапка F-06-97 серый 52, 54",1,Бубльгум,3 100 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/poljarik-shapka-f-06-97-seryi-52-54-107464374/?c=750000000,"[] красный, голубой, синий:True,  серый, оранжевый, синий:True,  серый, красный, синий:True,  серый:True,  коричневый:True, ","[]52, 54:True, 52, 54:True, 52, 54:True, 52, 54:True, 52, 54:True, "
