name,top,top_saler,price1,price2,price3,price4,price5,delivery,link,color,size
Боди Batik 02791_BAT бежевый 74,1,Бубльгум,2 330 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/batik-02791-bat-bezhevyi-74-108519333/?c=750000000,[],[]
леггинсы Batik 0017_С22 черный 98,1,Бубльгум,2 930 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/legginsy-batik-0017-s22-chernyi-108492278/?c=750000000,"[] черный:True, ","[]98:True, 104:True, 110:True, 116:True, 122:True, 128:True, 134:True, 140:True, 146:True, 152:True, 158:True, 164:True, 170:True, 176:False, "
Футболка Let's GO 5279 черный 98,1,Бубльгум,2 780 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/let-s-go-5279-chernyi-108500217/?c=750000000,"[] серый:True,  красный:True,  черный:True,  желтый:True,  зеленый:True,  оранжевый:True, ","[]98:True, 104:True, 110:True, 116:True, 98:True, 104:True, 110:True, 116:True, 122:True, 128:True, 134:True, 140:True, 146:True, 152:True, 158:True, 164:False, 98:True, 104:True, 110:True, 116:True, 122:True, 128:False, 134:False, 140:False, 146:False, 152:False, 158:False, 164:False, 98:True, 104:True, 110:True, 116:True, 122:True, 128:False, 134:False, 140:False, 146:False, 152:False, 158:False, 164:False, 98:True, 104:True, 110:True, 116:False, 122:True, 128:False, 134:False, 140:False, 146:False, 152:False, 158:False, 164:False, 98:True, 104:False, 110:True, 116:True, 122:True, 128:False, 134:False, 140:False, 146:False, 152:False, 158:False, 164:False, "
Комплект Батик Мышонок 6007 к-20 серый 9 мес,1,Бубльгум,12 670 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/batik-myshonok-6007-k-20-babies-108956253/?c=750000000,"[] серый:True, ","[]74/9M:True, "
Колготки LB 347 Babies 80-86,1,Бубльгум,4 040 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/lb-347-babies-108504538/?c=750000000,"[] розовый:True, ","[]80-86:True, "
Колготки LB 326 серый 116-122,1,Бубльгум,2 530 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/lb-326-seryi-106750697/?c=750000000,"[] серый:True, ","[]116-122:True, "
"Футболка Baykar 2222 комплект, белый 134-140",1,Бубльгум,3 176 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/baykar-2222-komplekt-belyi-134-140-108593512/?c=750000000,[],[]
Бамбук кофточка M020133FN Babies 62,1,Бубльгум,4 030 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/bambuk-koftochka-m020133fn-babies-106270190/?c=750000000,"[] розовый:True,  голубой:False, ","[]62:True, 74:True, 80:True, 86:False, 68:False, 74:False, 80:False, "
Футболка Let's GO 5279 красный 98,1,Бубльгум,2 780 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/let-s-go-5279-krasnyi-108500165/?c=750000000,"[] серый:True,  красный:True,  черный:True,  желтый:True,  зеленый:True,  оранжевый:True, ","[]98:True, 104:True, 110:True, 116:True, 98:True, 104:True, 110:True, 116:True, 122:True, 128:True, 134:True, 140:True, 146:True, 152:True, 158:True, 164:False, 98:True, 104:True, 110:True, 116:True, 122:True, 128:False, 134:False, 140:False, 146:False, 152:False, 158:False, 164:False, 98:True, 104:True, 110:True, 116:True, 122:True, 128:False, 134:False, 140:False, 146:False, 152:False, 158:False, 164:False, 98:True, 104:True, 110:True, 116:False, 122:True, 128:False, 134:False, 140:False, 146:False, 152:False, 158:False, 164:False, 98:True, 104:False, 110:True, 116:True, 122:True, 128:False, 134:False, 140:False, 146:False, 152:False, 158:False, 164:False, "
Колготки LB 347 бежевый 104-110,1,Бубльгум,4 000 ₸,4 000 ₸,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/lb-347-bezhevyi-106750733/?c=750000000,"[] бежевый:True, ","[]92-98:True, 98-104:True, 104-110:True, 110-116:True, 116-122:True, "
"Головной убор YO! бейсболка CZD-0599K мультиколор 56, 58",1,Бубльгум,3 600 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/yo-beisbolka-czd-0599k-mul-tikolor-56-58-104777780/?c=750000000,"[] мультиколор:True, ","[]56, 58:True, "
Бюстгальтер Baykar 4768 черный 134-140,1,Бубльгум,1 116 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/baykar-4768-chernyi-109125897/?c=750000000,"[] черный:True,  белый:True,  бежевый:True, ","[]134-140:True, 134-140:True, 146-152:True, 158-164:True, 170-176:True, 134-140:True, 158-164:True, 170-176:True, "
Батик Принцесса Ариэль 7069 бирюзовый 80,99,TeenTong,4 500 ₸,---,---,---,---,Доставка сегодня,https://kaspi.kz/shop/p/batik-printsessa-ariel-7069-birjuzovyi-106627939/?c=750000000,"[] бирюзовый:True, ","[]80:True, 86:True, "
Бюстгальтер Baykar 4768 бежевый 134-140,1,Бубльгум,1 174 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/baykar-4768-bezhevyi-109125866/?c=750000000,"[] черный:True,  белый:True,  бежевый:True, ","[]134-140:True, 134-140:True, 146-152:True, 158-164:True, 170-176:True, 134-140:True, 158-164:True, 170-176:True, "
"Костюм Батик ""Красная шапочка"" 408 красный 116",2,Murzilkakz(9 отзывов),6 600 ₸,11 595 ₸,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/batik-krasnaja-shapochka-408-krasnyi-107625654/?c=750000000,"[] красный:True, ","[]116:True, 122:False, 128:False, "
Футболка Let's GO 5279 серый 92/98,1,Бубльгум,2 480 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/let-s-go-5279-seryi-92-98-108519126/?c=750000000,[],[]
Костюм Batik Снегурочка Зимние узоры 1024 голубой 128,1,Бубльгум,10 585 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/batik-snegurochka-zimnie-uzory-1024-goluboi-107986544/?c=750000000,"[] голубой:True, ","[]110:True, 116:True, 122:False, 128:True, 134:False, "
Футболка Ябольшой 264-1003-03 мультиколор 110,1,Бубльгум,3 200 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/jabol-shoi-264-1003-03-mul-tikolor-108302297/?c=750000000,"[] мультиколор:True, ","[]98:False, 104:True, 110:True, 116:True, "
Бюстгальтер Baykar Baykar4409 белый 158-164,1,Бубльгум,2 199 ₸,2 200 ₸,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/baykar-baykar4409-belyi-109031558/?c=750000000,"[] черный:True,  белый:True,  бежевый:True, ","[]158-164:True, 182-188:True, 158-164:True, 170-176:True, 182-188:True, 158-164:True, 170-176:True, "
Бюстгальтер Baykar 4409 майка белый 182-188,1,Бубльгум,2 199 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/baykar-4409-maika-belyi-182-188-109076949/?c=750000000,[],[]
Куртка Orby 101979_OOG Children 146-152,99,---,---,---,---,---,---,---,https://kaspi.kz/shop/p/kurtka-orby-101979-oog-children-106843041/?c=750000000,"[] синий:True, ","[]122-128:True, 134-140:False, 146-152:False, 164:False, 170:True, "
Футболка Let's GO 5279 синий 92,1,Бубльгум,2 480 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/let-s-go-5279-sinii-92-108519325/?c=750000000,[],[]
Демисезонная куртка Batik Полли 416-22в-1 98,99,---,---,---,---,---,---,---,https://kaspi.kz/shop/p/demisezonnaja-kurtka-batik-polli-416-22v-1-104305761/?c=750000000,"[] розовый:True, ","[]98:False, 104:True, "
свитшот Batik 02811_BAT бежевый 80,99,---,---,---,---,---,---,---,https://kaspi.kz/shop/p/svitshot-batik-02811-bat-bezhevyi-80-108519451/?c=750000000,[],[]
свитшот Batik 02811_BAT бежевый 74,99,---,---,---,---,---,---,---,https://kaspi.kz/shop/p/svitshot-batik-02811-bat-bezhevyi-74-108519300/?c=750000000,[],[]
кофточка Batik 02794_BAT бежевый 74,1,Бубльгум,2 180 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/koftochka-batik-02794-bat-bezhevyi-74-108519380/?c=750000000,[],[]
кофточка Batik 02794_BAT бежевый 92,1,Бубльгум,2 180 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/koftochka-batik-02794-bat-bezhevyi-92-108519379/?c=750000000,[],[]
кофточка Batik 02794_BAT бежевый 80,1,Бубльгум,2 180 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/koftochka-batik-02794-bat-bezhevyi-80-108519337/?c=750000000,[],[]
Трусы Baykar 5270 Children мультиколор 110-116,99,---,---,---,---,---,---,---,https://kaspi.kz/shop/p/baykar-5270-children-mul-tikolor-108201960/?c=750000000,"[] мультиколор:True, ","[]98-104:False, 110-116:False, 134-140:True, 146-152:True, "
Шорты Batik 0088_ЛС22 98,99,---,---,---,---,---,---,---,https://kaspi.kz/shop/p/batik-0088-ls22-105733215/?c=750000000,"[] серый:True, ","[]98:True, 104:True, 110:True, 116:False, "
Футболка Batik 02834_BAТ белый 80,99,---,---,---,---,---,---,---,https://kaspi.kz/shop/p/batik-02834-bat-belyi-108500037/?c=750000000,"[] белый:True, ","[]74:True, 80:True, "
леггинсы Batik 0033_ЛС22 мультиколор 98,1,Бубльгум,2 330 ₸,---,---,---,---,"Kaspi Доставка, межгород, 10 марта",https://kaspi.kz/shop/p/legginsy-batik-0033-ls22-mul-tikolor-108500095/?c=750000000,"[] мультиколор:True, ","[]98:True, 104:True, 110:True, 116:True, "
